"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0009100","glycoprotein metabolic process",149,25,7.16,"4.2e-08",0.000140826
"GO:1901137","carbohydrate derivative biosynthetic pro...",465,48,22.34,"4.7e-07",0.0007185
"GO:0009101","glycoprotein biosynthetic process",132,21,6.34,"1.2e-06",0.0007185
"GO:0006486","protein glycosylation",111,19,5.33,"1.3e-06",0.0007185
"GO:0043413","macromolecule glycosylation",111,19,5.33,"1.3e-06",0.0007185
"GO:1901135","carbohydrate derivative metabolic proces...",752,66,36.13,"1.4e-06",0.0007185
"GO:0006869","lipid transport",112,19,5.38,"1.5e-06",0.0007185
"GO:0070085","glycosylation",138,21,6.63,"2.6e-06",0.001089725
"GO:0010876","lipid localization",139,20,6.68,"1.1e-05",0.0036883
"GO:0006487","protein N-linked glycosylation",56,12,2.69,"1.1e-05",0.0036883
"GO:0010143","cutin biosynthetic process",58,12,2.79,"1.6e-05",0.00447066666666667
"GO:0005996","monosaccharide metabolic process",98,16,4.71,"1.6e-05",0.00447066666666667
"GO:0006491","N-glycan processing",11,5,0.53,"9.2e-05",0.0237289230769231
"GO:0006810","transport",2725,170,130.94,"0.00010",0.02395
"GO:0006457","protein folding",154,19,7.4,"0.00015",0.03353
"GO:0051234","establishment of localization",2774,170,133.29,"0.00025",0.052390625
"GO:0046434","organophosphate catabolic process",111,15,5.33,"0.00027",0.0532535294117647
"GO:0051179","localization",3021,182,145.16,"0.00035",0.0617657894736842
"GO:0019321","pentose metabolic process",14,5,0.67,"0.00035",0.0617657894736842
"GO:0055085","transmembrane transport",1286,87,61.79,"0.00063",0.102186666666667
"GO:0006811","ion transport",1040,73,49.97,"0.00064",0.102186666666667
"GO:0010540","basipetal auxin transport",16,5,0.77,"0.00071",0.108210454545455
"GO:0045851","pH reduction",24,6,1.15,"0.00077",0.112252608695652
"GO:0006649","phospholipid transfer to membrane",17,5,0.82,"0.00096",0.125092692307692
"GO:0018196","peptidyl-asparagine modification",25,6,1.2,"0.00097",0.125092692307692
"GO:0018279","protein N-linked glycosylation via aspar...",25,6,1.2,"0.00097",0.125092692307692
"GO:0019637","organophosphate metabolic process",617,47,29.65,"0.00119",0.1448975
"GO:0015914","phospholipid transport",45,8,2.16,"0.00121",0.1448975
"GO:0006084","acetyl-CoA metabolic process",19,5,0.91,"0.00167",0.186650333333333
"GO:0009395","phospholipid catabolic process",19,5,0.91,"0.00167",0.186650333333333
"GO:0043651","linoleic acid metabolic process",12,4,0.58,"0.00192",0.200163939393939
"GO:0009150","purine ribonucleotide metabolic process",218,21,10.48,"0.00192",0.200163939393939
"GO:0005975","carbohydrate metabolic process",599,45,28.78,"0.00197",0.200163939393939
"GO:0006101","citrate metabolic process",39,7,1.87,"0.00230",0.220441914893617
"GO:0009225","nucleotide-sugar metabolic process",50,8,2.4,"0.00245",0.220441914893617
"GO:0009127","purine nucleoside monophosphate biosynth...",98,12,4.71,"0.00253",0.220441914893617
"GO:0009168","purine ribonucleoside monophosphate bios...",98,12,4.71,"0.00253",0.220441914893617
"GO:0006644","phospholipid metabolic process",239,22,11.48,"0.00268",0.220441914893617
"GO:1901957","regulation of cutin biosynthetic process",21,5,1.01,"0.00270",0.220441914893617
"GO:0044281","small molecule metabolic process",1776,110,85.34,"0.00276",0.220441914893617
"GO:0015748","organophosphate ester transport",87,11,4.18,"0.00293",0.220441914893617
"GO:0016051","carbohydrate biosynthetic process",271,24,13.02,"0.00293",0.220441914893617
"GO:0030258","lipid modification",182,18,8.75,"0.00295",0.220441914893617
"GO:0006163","purine nucleotide metabolic process",226,21,10.86,"0.00297",0.220441914893617
"GO:0019318","hexose metabolic process",63,9,3.03,"0.00300",0.220441914893617
"GO:0032787","monocarboxylic acid metabolic process",613,45,29.45,"0.00306",0.220441914893617
"GO:0072350","tricarboxylic acid metabolic process",41,7,1.97,"0.00309",0.220441914893617
"GO:0017144","drug metabolic process",467,36,22.44,"0.00354",0.236414915254237
"GO:1902600","proton transmembrane transport",143,15,6.87,"0.00367",0.236414915254237
"GO:0015718","monocarboxylic acid transport",65,9,3.12,"0.00372",0.236414915254237
"GO:0055114","oxidation-reduction process",1348,86,64.77,"0.00373",0.236414915254237
"GO:0034976","response to endoplasmic reticulum stress",116,13,5.57,"0.00376",0.236414915254237
"GO:0055086","nucleobase-containing small molecule met...",420,33,20.18,"0.00383",0.236414915254237
"GO:0044550","secondary metabolite biosynthetic proces...",373,30,17.92,"0.00407",0.236414915254237
"GO:0046364","monosaccharide biosynthetic process",43,7,2.07,"0.00408",0.236414915254237
"GO:0007035","vacuolar acidification",23,5,1.11,"0.00413",0.236414915254237
"GO:0007041","lysosomal transport",23,5,1.11,"0.00413",0.236414915254237
"GO:0051452","intracellular pH reduction",23,5,1.11,"0.00413",0.236414915254237
"GO:0006754","ATP biosynthetic process",91,11,4.37,"0.00416",0.236414915254237
"GO:0006885","regulation of pH",55,8,2.64,"0.00450",0.251475
"GO:0006094","gluconeogenesis",15,4,0.72,"0.00472",0.251475
"GO:0048830","adventitious root development",15,4,0.72,"0.00472",0.251475
"GO:0009152","purine ribonucleotide biosynthetic proce...",147,15,7.06,"0.00475",0.251475
"GO:1990778","protein localization to cell periphery",24,5,1.15,"0.00501",0.251475
"GO:0006812","cation transport",613,44,29.45,"0.00507",0.251475
"GO:0006099","tricarboxylic acid cycle",34,6,1.63,"0.00512",0.251475
"GO:0030641","regulation of cellular pH",45,7,2.16,"0.00529",0.251475
"GO:0051453","regulation of intracellular pH",45,7,2.16,"0.00529",0.251475
"GO:0006164","purine nucleotide biosynthetic process",149,15,7.16,"0.00539",0.251475
"GO:0016192","vesicle-mediated transport",667,47,32.05,"0.00542",0.251475
"GO:0007051","spindle organization",69,9,3.32,"0.00556",0.251475
"GO:0006458","'de novo' protein folding",57,8,2.74,"0.00561",0.251475
"GO:0060560","developmental growth involved in morphog...",498,37,23.93,"0.00570",0.251475
"GO:0071702","organic substance transport",1114,72,53.53,"0.00578",0.251475
"GO:0009126","purine nucleoside monophosphate metaboli...",136,14,6.53,"0.00580",0.251475
"GO:0009167","purine ribonucleoside monophosphate meta...",136,14,6.53,"0.00580",0.251475
"GO:0019693","ribose phosphate metabolic process",255,22,12.25,"0.00582",0.251475
"GO:0009226","nucleotide-sugar biosynthetic process",35,6,1.68,"0.00593",0.251475
"GO:0042445","hormone metabolic process",367,29,17.63,"0.00598",0.251475
"GO:0016049","cell growth",723,50,34.74,"0.00600",0.251475
"GO:0006972","hyperosmotic response",96,11,4.61,"0.00626",0.252888915662651
"GO:0009145","purine nucleoside triphosphate biosynthe...",96,11,4.61,"0.00626",0.252888915662651
"GO:0009206","purine ribonucleoside triphosphate biosy...",96,11,4.61,"0.00626",0.252888915662651
"GO:0009156","ribonucleoside monophosphate biosyntheti...",110,12,5.29,"0.00652",0.260256666666667
"GO:0030004","cellular monovalent inorganic cation hom...",59,8,2.83,"0.00693",0.269746966292135
"GO:0006887","exocytosis",125,13,6.01,"0.00707",0.269746966292135
"GO:0009259","ribonucleotide metabolic process",244,21,11.72,"0.00714",0.269746966292135
"GO:0006722","triterpenoid metabolic process",26,5,1.25,"0.00716",0.269746966292135
"GO:0071577","zinc ion transmembrane transport",26,5,1.25,"0.00716",0.269746966292135
"GO:0098655","cation transmembrane transport",489,36,23.5,"0.00729",0.271155652173913
"GO:0098662","inorganic cation transmembrane transport",439,33,21.09,"0.00739",0.271155652173913
"GO:0043648","dicarboxylic acid metabolic process",85,10,4.08,"0.00744",0.271155652173913
"GO:0009826","unidimensional cell growth",424,32,20.37,"0.00781",0.279297765957447
"GO:0010315","auxin efflux",37,6,1.78,"0.00783",0.279297765957447
