"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0007018","microtubule-based movement",108,18,4.05,"9.8e-08",0.000329378
"GO:0043622","cortical microtubule organization",45,10,1.69,"4.9e-06",0.005293575
"GO:0009834","plant-type secondary cell wall biogenesi...",77,13,2.89,"5.1e-06",0.005293575
"GO:0010067","procambium histogenesis",14,6,0.52,"6.3e-06",0.005293575
"GO:0009833","plant-type primary cell wall biogenesis",22,7,0.82,"1.0e-05",0.006722
"GO:0010417","glucuronoxylan biosynthetic process",16,6,0.6,"1.6e-05",0.00896266666666667
"GO:0030244","cellulose biosynthetic process",38,8,1.42,"6.7e-05",0.0321695714285714
"GO:0010089","xylem development",52,9,1.95,"0.00012",0.050415
"GO:0070507","regulation of microtubule cytoskeleton o...",19,7,0.71,"0.00021",0.0784233333333333
"GO:0051781","positive regulation of cell division",25,6,0.94,"0.00026",0.087386
"GO:0015843","methylammonium transport",10,4,0.37,"0.00034",0.103885454545455
"GO:0007052","mitotic spindle organization",49,8,1.84,"0.00043",0.120435833333333
"GO:0032989","cellular component morphogenesis",596,39,22.34,"0.00052",0.13444
"GO:0010268","brassinosteroid homeostasis",30,6,1.12,"0.00074",0.177652857142857
"GO:0010087","phloem or xylem histogenesis",123,18,4.61,"0.00117",0.262158
"GO:0007020","microtubule nucleation",15,4,0.56,"0.00192",0.40332
"GO:1905393","plant organ formation",174,15,6.52,"0.00232",0.438698947368421
"GO:0052545","callose localization",50,7,1.87,"0.00246",0.438698947368421
"GO:0034059","response to anoxia",26,5,0.97,"0.00248",0.438698947368421
"GO:0009414","response to water deprivation",505,32,18.93,"0.00267",0.4486935
"GO:0031122","cytoplasmic microtubule organization",62,14,2.32,"0.00298",0.476941904761905
"GO:0010286","heat acclimation",67,8,2.51,"0.00345",0.527065909090909
"GO:0001578","microtubule bundle formation",18,4,0.67,"0.00393",0.55036375
"GO:0031023","microtubule organizing center organizati...",18,4,0.67,"0.00393",0.55036375
"GO:0016132","brassinosteroid biosynthetic process",30,5,1.12,"0.00476",0.627786785714286
"GO:0008360","regulation of cell shape",43,6,1.61,"0.00505",0.627786785714286
"GO:0031110","regulation of microtubule polymerization...",10,3,0.37,"0.00516",0.627786785714286
"GO:0016036","cellular response to phosphate starvatio...",103,10,3.86,"0.00523",0.627786785714286
"GO:0032527","protein exit from endoplasmic reticulum",20,4,0.75,"0.00586",0.679153793103448
"GO:1902904","negative regulation of supramolecular fi...",74,8,2.77,"0.00635",0.688462903225806
"GO:0051494","negative regulation of cytoskeleton orga...",74,8,2.77,"0.00635",0.688462903225806
"GO:0042401","cellular biogenic amine biosynthetic pro...",33,5,1.24,"0.00723",0.735578857142857
"GO:0010928","regulation of auxin mediated signaling p...",92,9,3.45,"0.00751",0.735578857142857
"GO:0051261","protein depolymerization",61,7,2.29,"0.00757",0.735578857142857
"GO:0071555","cell wall organization",255,18,9.56,"0.00766",0.735578857142857
"GO:0048868","pollen tube development",199,15,7.46,"0.00806",0.752490555555556
"GO:0010075","regulation of meristem growth",78,8,2.92,"0.00868",0.788472432432432
"GO:0009826","unidimensional cell growth",424,26,15.89,"0.00967",0.844558974358974
"GO:0072488","ammonium transmembrane transport",23,4,0.86,"0.00980",0.844558974358974
"GO:0009647","skotomorphogenesis",13,3,0.49,"0.01131",0.940279761904762
"GO:1903338","regulation of cell wall organization or ...",37,5,1.39,"0.01175",0.940279761904762
"GO:0010315","auxin efflux",37,5,1.39,"0.01175",0.940279761904762
"GO:0048367","shoot system development",1128,57,42.28,"0.01252",0.978598139534884
"GO:0016125","sterol metabolic process",84,8,3.15,"0.01330",1
"GO:0030866","cortical actin cytoskeleton organization",14,3,0.52,"0.01400",1
"GO:0052546","cell wall pectin metabolic process",39,5,1.46,"0.01460",1
"GO:0032956","regulation of actin cytoskeleton organiz...",120,10,4.5,"0.01471",1
"GO:0032970","regulation of actin filament-based proce...",122,10,4.57,"0.01636",1
"GO:0048863","stem cell differentiation",15,3,0.56,"0.01702",1
"GO:0010016","shoot system morphogenesis",258,17,9.67,"0.01756",1
"GO:0009630","gravitropism",106,9,3.97,"0.01800",1
"GO:0003002","regionalization",279,18,10.46,"0.01800",1
"GO:0048507","meristem development",399,33,14.95,"0.01890",1
"GO:0071470","cellular response to osmotic stress",57,6,2.14,"0.01942",1
"GO:0007080","mitotic metaphase plate congression",28,4,1.05,"0.01957",1
"GO:0016998","cell wall macromolecule catabolic proces...",28,4,1.05,"0.01957",1
"GO:0010346","shoot axis formation",58,6,2.17,"0.02100",1
"GO:0010223","secondary shoot formation",58,6,2.17,"0.02100",1
"GO:0010119","regulation of stomatal movement",109,9,4.09,"0.02120",1
"GO:0010927","cellular component assembly involved in ...",75,7,2.81,"0.02208",1
"GO:0001763","morphogenesis of a branching structure",59,6,2.21,"0.02266",1
"GO:1902903","regulation of supramolecular fiber organ...",118,13,4.42,"0.02281",1
"GO:0042761","very long-chain fatty acid biosynthetic ...",44,5,1.65,"0.02366",1
"GO:0009855","determination of bilateral symmetry",17,3,0.64,"0.02406",1
"GO:0042742","defense response to bacterium",525,29,19.68,"0.02412",1
"GO:0010051","xylem and phloem pattern formation",130,10,4.87,"0.02434",1
"GO:0009933","meristem structural organization",94,8,3.52,"0.02465",1
"GO:1901880","negative regulation of protein depolymer...",45,5,1.69,"0.02583",1
"GO:0009629","response to gravity",113,9,4.24,"0.02608",1
"GO:0048532","anatomical structure arrangement",113,9,4.24,"0.02608",1
"GO:0051310","metaphase plate congression",31,4,1.16,"0.02755",1
"GO:0006970","response to osmotic stress",827,42,31,"0.02769",1
"GO:0009799","specification of symmetry",18,3,0.67,"0.02809",1
"GO:1901617","organic hydroxy compound biosynthetic pr...",224,18,8.4,"0.02958",1
"GO:0043242","negative regulation of protein-containin...",47,5,1.76,"0.03053",1
"GO:0090307","mitotic spindle assembly",32,4,1.2,"0.03058",1
"GO:0051656","establishment of organelle localization",117,9,4.39,"0.03170",1
"GO:0009934","regulation of meristem structural organi...",19,3,0.71,"0.03245",1
"GO:0048509","regulation of meristem development",197,17,7.38,"0.03308",1
"GO:0016126","sterol biosynthetic process",33,4,1.24,"0.03380",1
"GO:0008064","regulation of actin polymerization or de...",101,8,3.79,"0.03579",1
"GO:0030832","regulation of actin filament length",101,8,3.79,"0.03579",1
"GO:0072348","sulfur compound transport",34,4,1.27,"0.03721",1
"GO:0110053","regulation of actin filament organizatio...",102,8,3.82,"0.03762",1
"GO:0009932","cell tip growth",200,13,7.5,"0.03833",1
"GO:0044247","cellular polysaccharide catabolic proces...",50,5,1.87,"0.03853",1
"GO:1901879","regulation of protein depolymerization",50,5,1.87,"0.03853",1
"GO:0044036","cell wall macromolecule metabolic proces...",139,15,5.21,"0.03950",1
"GO:0009226","nucleotide-sugar biosynthetic process",35,4,1.31,"0.04081",1
"GO:0051303","establishment of chromosome localization",35,4,1.31,"0.04081",1
"GO:0030837","negative regulation of actin filament po...",68,6,2.55,"0.04169",1
"GO:0044550","secondary metabolite biosynthetic proces...",373,21,13.98,"0.04200",1
"GO:0010118","stomatal movement",308,18,11.54,"0.04213",1
"GO:0071472","cellular response to salt stress",36,4,1.35,"0.04460",1
"GO:0071554","cell wall organization or biogenesis",509,42,19.08,"0.04504",1
