"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0009657","plastid organization",262,69,12.73,"< 1e-30",NA
"GO:0015979","photosynthesis",197,56,9.57,"4.2e-28",1.40784e-24
"GO:0009658","chloroplast organization",184,50,8.94,"3.2e-24",5.3632e-21
"GO:0006091","generation of precursor metabolites and ...",365,69,17.74,"6.0e-23",6.704e-20
"GO:0019684","photosynthesis, light reaction",138,41,6.71,"1.1e-21",9.218e-19
"GO:0044281","small molecule metabolic process",1776,160,86.31,"1.5e-15",1.0056e-12
"GO:0005982","starch metabolic process",79,24,3.84,"1.9e-13",1.06146666666667e-10
"GO:0055114","oxidation-reduction process",1348,123,65.51,"2.6e-12",1.24502857142857e-09
"GO:0009765","photosynthesis, light harvesting",42,16,2.04,"4.2e-11",1.7598e-08
"GO:1901566","organonitrogen compound biosynthetic pro...",1394,121,67.75,"1.1e-10",4.09688888888889e-08
"GO:0010027","thylakoid membrane organization",45,16,2.19,"1.4e-10",4.6928e-08
"GO:0019752","carboxylic acid metabolic process",1128,103,54.82,"2.1e-10",6.39927272727273e-08
"GO:0010109","regulation of photosynthesis",63,18,3.06,"6.1e-10",1.70393333333333e-07
"GO:0006520","cellular amino acid metabolic process",365,47,17.74,"9.0e-10",2.32061538461538e-07
"GO:0009668","plastid membrane organization",51,16,2.48,"1.2e-09",2.60711111111111e-07
"GO:0016108","tetraterpenoid metabolic process",27,12,1.31,"1.4e-09",2.60711111111111e-07
"GO:0016116","carotenoid metabolic process",27,12,1.31,"1.4e-09",2.60711111111111e-07
"GO:0098869","cellular oxidant detoxification",175,30,8.5,"1.4e-09",2.60711111111111e-07
"GO:0000373","Group II intron splicing",22,11,1.07,"1.4e-09",2.60711111111111e-07
"GO:1990748","cellular detoxification",176,30,8.55,"1.6e-09",2.82273684210526e-07
"GO:0017144","drug metabolic process",467,53,22.7,"7.1e-09",1.12749090909091e-06
"GO:0006082","organic acid metabolic process",1251,106,60.8,"7.4e-09",1.12749090909091e-06
"GO:0043436","oxoacid metabolic process",1251,106,60.8,"7.4e-09",1.12749090909091e-06
"GO:0006778","porphyrin-containing compound metabolic ...",128,24,6.22,"1.0e-08",1.39666666666667e-06
"GO:0033013","tetrapyrrole metabolic process",128,24,6.22,"1.0e-08",1.39666666666667e-06
"GO:0097237","cellular response to toxic substance",201,31,9.77,"1.1e-08",1.41815384615385e-06
"GO:0009735","response to cytokinin",306,40,14.87,"1.1e-08",1.41815384615385e-06
"GO:0005983","starch catabolic process",32,12,1.56,"1.5e-08",1.73379310344828e-06
"GO:0016109","tetraterpenoid biosynthetic process",21,10,1.02,"1.5e-08",1.73379310344828e-06
"GO:0016117","carotenoid biosynthetic process",21,10,1.02,"1.5e-08",1.73379310344828e-06
"GO:0045454","cell redox homeostasis",60,16,2.92,"1.7e-08",1.89946666666667e-06
"GO:0044283","small molecule biosynthetic process",838,78,40.73,"1.9e-08",2.05445161290323e-06
"GO:0006073","cellular glucan metabolic process",181,28,8.8,"5.1e-08",5.34225e-06
"GO:0009072","aromatic amino acid family metabolic pro...",73,17,3.55,"5.3e-08",5.38351515151515e-06
"GO:0098754","detoxification",228,32,11.08,"6.1e-08",6.01388235294118e-06
"GO:1901605","alpha-amino acid metabolic process",255,34,12.39,"8.5e-08",8.14057142857143e-06
"GO:0044042","glucan metabolic process",186,28,9.04,"9.2e-08",8.56622222222222e-06
"GO:0034599","cellular response to oxidative stress",178,27,8.65,"1.3e-07",1.17772972972973e-05
"GO:0009768","photosynthesis, light harvesting in phot...",26,10,1.26,"1.8e-07",1.58778947368421e-05
"GO:0009767","photosynthetic electron transport chain",63,15,3.06,"2.4e-07",2.06276923076923e-05
"GO:0005975","carbohydrate metabolic process",599,58,29.11,"3.9e-07",3.11813953488372e-05
"GO:0009073","aromatic amino acid family biosynthetic ...",49,13,2.38,"3.9e-07",3.11813953488372e-05
"GO:0022900","electron transport chain",112,20,5.44,"4.0e-07",3.11813953488372e-05
"GO:0032544","plastid translation",12,7,0.58,"4.0e-07",3.11813953488372e-05
"GO:0006006","glucose metabolic process",28,10,1.36,"4.1e-07",3.12345454545455e-05
"GO:0042440","pigment metabolic process",200,28,9.72,"4.3e-07",3.20302222222222e-05
"GO:0010020","chloroplast fission",17,8,0.83,"4.9e-07",3.41904e-05
"GO:0043572","plastid fission",17,8,0.83,"4.9e-07",3.41904e-05
"GO:0006081","cellular aldehyde metabolic process",58,14,2.82,"5.0e-07",3.41904e-05
"GO:0009251","glucan catabolic process",50,13,2.43,"5.1e-07",3.41904e-05
"GO:0044247","cellular polysaccharide catabolic proces...",50,13,2.43,"5.1e-07",3.41904e-05
"GO:0072524","pyridine-containing compound metabolic p...",96,18,4.67,"7.1e-07",4.66650980392157e-05
"GO:0000105","histidine biosynthetic process",13,7,0.63,"8.3e-07",5.15214814814815e-05
"GO:0006547","histidine metabolic process",13,7,0.63,"8.3e-07",5.15214814814815e-05
"GO:0052803","imidazole-containing compound metabolic ...",13,7,0.63,"8.3e-07",5.15214814814815e-05
"GO:1901661","quinone metabolic process",24,9,1.17,"9.7e-07",5.66372413793103e-05
"GO:1901663","quinone biosynthetic process",24,9,1.17,"9.7e-07",5.66372413793103e-05
"GO:0043094","cellular metabolic compound salvage",98,18,4.76,"9.8e-07",5.66372413793103e-05
"GO:0072593","reactive oxygen species metabolic proces...",173,25,8.41,"9.8e-07",5.66372413793103e-05
"GO:0042181","ketone biosynthetic process",31,10,1.51,"1.2e-06",6.81762711864407e-05
"GO:0019318","hexose metabolic process",63,14,3.06,"1.5e-06",8.24262295081967e-05
"GO:0072525","pyridine-containing compound biosyntheti...",72,15,3.5,"1.5e-06",8.24262295081967e-05
"GO:0016052","carbohydrate catabolic process",166,24,8.07,"1.6e-06",8.65032258064516e-05
"GO:0044275","cellular carbohydrate catabolic process",68,14,3.3,"3.9e-06",0.000207504761904762
"GO:0062197","cellular response to chemical stress",237,29,11.52,"4.4e-06",0.00023045
"GO:0030091","protein repair",16,7,0.78,"4.8e-06",0.000247532307692308
"GO:0008152","metabolic process",10388,555,504.85,"7.2e-06",0.000365672727272727
"GO:0048564","photosystem I assembly",12,6,0.58,"9.3e-06",0.000465277611940299
"GO:0009110","vitamin biosynthetic process",83,15,4.03,"9.6e-06",0.000473223529411765
"GO:0046148","pigment biosynthetic process",160,22,7.78,"9.9e-06",0.000480939130434783
"GO:0033014","tetrapyrrole biosynthetic process",106,17,5.15,"1.3e-05",0.000622514285714286
"GO:0042743","hydrogen peroxide metabolic process",66,13,3.21,"1.4e-05",0.000642849315068493
"GO:0043038","amino acid activation",66,13,3.21,"1.4e-05",0.000642849315068493
"GO:0043039","tRNA aminoacylation",66,13,3.21,"1.4e-05",0.000642849315068493
"GO:0016122","xanthophyll metabolic process",13,6,0.63,"1.7e-05",0.000770054054054054
"GO:0005996","monosaccharide metabolic process",98,16,4.76,"1.9e-05",0.000849173333333333
"GO:0046496","nicotinamide nucleotide metabolic proces...",88,15,4.28,"2.0e-05",0.000882105263157895
"GO:0044262","cellular carbohydrate metabolic process",425,41,20.65,"2.2e-05",0.000957714285714286
"GO:0019362","pyridine nucleotide metabolic process",89,15,4.33,"2.3e-05",0.000988410256410256
"GO:0042744","hydrogen peroxide catabolic process",42,10,2.04,"2.5e-05",0.0010475
"GO:0019252","starch biosynthetic process",34,9,1.65,"2.5e-05",0.0010475
"GO:1901607","alpha-amino acid biosynthetic process",149,20,7.24,"3.5e-05",0.00144839506172839
"GO:0006779","porphyrin-containing compound biosynthet...",104,16,5.05,"4.0e-05",0.00163512195121951
"GO:0006094","gluconeogenesis",15,6,0.73,"4.4e-05",0.00175580952380952
"GO:0010206","photosystem II repair",15,6,0.73,"4.4e-05",0.00175580952380952
"GO:0015994","chlorophyll metabolic process",105,16,5.1,"4.5e-05",0.00177458823529412
"GO:0017001","antibiotic catabolic process",45,10,2.19,"4.7e-05",0.00183190697674419
"GO:0042737","drug catabolic process",84,14,4.08,"4.8e-05",0.00184937931034483
"GO:0019359","nicotinamide nucleotide biosynthetic pro...",64,12,3.11,"5.1e-05",0.00194263636363636
"GO:0016053","organic acid biosynthetic process",626,53,30.42,"5.6e-05",0.00207678260869565
"GO:0046394","carboxylic acid biosynthetic process",626,53,30.42,"5.6e-05",0.00207678260869565
"GO:0006766","vitamin metabolic process",96,15,4.67,"5.7e-05",0.00207678260869565
"GO:0061077","chaperone-mediated protein folding",96,15,4.67,"5.7e-05",0.00207678260869565
"GO:0019363","pyridine nucleotide biosynthetic process",65,12,3.16,"5.9e-05",0.0021265376344086
"GO:0006090","pyruvate metabolic process",97,15,4.71,"6.5e-05",0.00231787234042553
"GO:0042435","indole-containing compound biosynthetic ...",56,11,2.72,"6.6e-05",0.00232875789473684
"GO:0000272","polysaccharide catabolic process",77,13,3.74,"7.8e-05",0.0027235
"GO:0009416","response to light stimulus",911,70,44.27,"8.5e-05",0.00293731958762887
"GO:0016999","antibiotic metabolic process",123,17,5.98,"9.3e-05",0.00318097959183674
"GO:0044264","cellular polysaccharide metabolic proces...",265,28,12.88,"9.5e-05",0.00321656565656566
"GO:0006568","tryptophan metabolic process",24,7,1.17,"0.00010",0.00331881188118812
"GO:0006586","indolalkylamine metabolic process",24,7,1.17,"0.00010",0.00331881188118812
"GO:0032787","monocarboxylic acid metabolic process",613,51,29.79,"0.00012",0.00386769230769231
"GO:0005977","glycogen metabolic process",41,9,1.99,"0.00012",0.00386769230769231
"GO:0006112","energy reserve metabolic process",41,9,1.99,"0.00012",0.00386769230769231
"GO:0042168","heme metabolic process",18,6,0.87,"0.00014",0.00446933333333333
"GO:0006399","tRNA metabolic process",178,21,8.65,"0.00015",0.00474339622641509
"GO:0055086","nucleobase-containing small molecule met...",420,38,20.41,"0.00017",0.0052762962962963
"GO:0006979","response to oxidative stress",559,47,27.17,"0.00017",0.0052762962962963
"GO:0009314","response to radiation",967,72,47,"0.00018",0.0055354128440367
"GO:0090407","organophosphate biosynthetic process",377,35,18.32,"0.00019",0.00578981818181818
"GO:0006753","nucleoside phosphate metabolic process",334,32,16.23,"0.00020",0.00593274336283186
"GO:0000162","tryptophan biosynthetic process",19,6,0.92,"0.00020",0.00593274336283186
"GO:0046219","indolalkylamine biosynthetic process",19,6,0.92,"0.00020",0.00593274336283186
"GO:0043648","dicarboxylic acid metabolic process",85,13,4.13,"0.00022",0.00641252173913043
"GO:0008652","cellular amino acid biosynthetic process",170,20,8.26,"0.00022",0.00641252173913043
"GO:0006418","tRNA aminoacylation for protein translat...",64,11,3.11,"0.00023",0.00664620689655172
"GO:0019637","organophosphate metabolic process",617,50,29.99,"0.00026",0.00744888888888889
"GO:0019319","hexose biosynthetic process",20,6,0.97,"0.00028",0.00795389830508474
